country_id,intensity_level,side_a,side_b,year,conflict_id
151,1,Government of Myanmar (Burma),ULA,2019,562
151,1,Government of Myanmar (Burma),ULA,2020,563
151,1,Government of Myanmar (Burma),ULA,2022,564
151,1,Government of Myanmar (Burma),ULA,2023,565
151,1,Government of Myanmar (Burma),MFL-MUF,1949,566
151,1,Government of Myanmar (Burma),MFL-MUF,1950,567
151,1,Government of Myanmar (Burma),MFL-MUF,1951,568
151,1,Government of Myanmar (Burma),MPF,1952,569
151,1,Government of Myanmar (Burma),MPF,1953,570
151,1,Government of Myanmar (Burma),MPF,1954,571
151,1,Government of Myanmar (Burma),MPF,1955,572
151,1,Government of Myanmar (Burma),MPF,1956,573
151,1,Government of Myanmar (Burma),MPF,1957,574
151,1,Government of Myanmar (Burma),MPF,1958,575
151,1,Government of Myanmar (Burma),NMSP,1959,576
151,1,Government of Myanmar (Burma),NMSP,1960,577
151,1,Government of Myanmar (Burma),NMSP,1961,578
151,1,Government of Myanmar (Burma),NMSP,1962,579
151,1,Government of Myanmar (Burma),NMSP,1963,580
151,1,Government of Myanmar (Burma),NMSP,1990,581
151,1,Government of Myanmar (Burma),BMA,1996,582
55,2,Government of Costa Rica,National Liberation Army,1948,583
104,2,Government of Hyderabad,Government of India,1948,584
104,2,Government of India,CPI,1948,585
104,2,Government of India,CPI,1949,586
104,2,Government of India,CPI,1950,587
104,2,Government of India,CPI,1951,588
104,1,Government of India,CPI-ML,1969,589
104,1,Government of India,CPI-ML,1970,590
104,1,Government of India,CPI-ML,1971,591
104,1,Government of India,PWG,1991,592
104,1,Government of India,PWG,1992,593
104,1,Government of India,PWG,1993,594
104,1,Government of India,PWG,1994,595
104,1,Government of India,PWG,1996,596
104,1,Government of India,PWG,1997,597
104,1,Government of India,PWG,1998,598
104,1,Government of India,"MCC, PWG",1999,599
104,1,Government of India,"CPI-ML-J, MCC, PWG",2000,600
104,1,Government of India,"MCC, PWG",2001,601
104,1,Government of India,"MCC, PWG",2002,602
104,1,Government of India,"MCC, PWG",2003,603
104,1,Government of India,"MCC, PWG",2004,604
104,1,Government of India,CPI-Maoist,2005,605
104,1,Government of India,CPI-Maoist,2006,606
104,1,Government of India,CPI-Maoist,2007,607
104,1,Government of India,CPI-Maoist,2008,608
104,1,Government of India,CPI-Maoist,2009,609
104,1,Government of India,CPI-Maoist,2010,610
104,1,Government of India,CPI-Maoist,2011,611
104,1,Government of India,CPI-Maoist,2012,612
104,1,Government of India,CPI-Maoist,2013,613
104,1,Government of India,CPI-Maoist,2014,614
104,1,Government of India,CPI-Maoist,2015,615
104,1,Government of India,CPI-Maoist,2016,616
104,1,Government of India,CPI-Maoist,2017,617
104,1,Government of India,CPI-Maoist,2018,618
104,1,Government of India,CPI-Maoist,2019,619
104,1,Government of India,CPI-Maoist,2020,620
104,1,Government of India,CPI-Maoist,2021,621
104,1,Government of India,CPI-Maoist,2022,622
104,1,Government of India,CPI-Maoist,2023,623
67,2,"Government of Egypt, Government of Iraq, Government of Jordan, Government of Lebanon, Government of Syria",Government of Israel,1948,624
67,1,"Government of Egypt, Government of Iraq, Government of Jordan, Government of Lebanon, Government of Syria",Government of Israel,1949,625
133,1,Government of United Kingdom,CPM,1948,626
133,1,Government of United Kingdom,CPM,1949,627
133,2,Government of United Kingdom,CPM,1950,628
133,2,Government of United Kingdom,CPM,1951,629
133,2,Government of United Kingdom,CPM,1952,630
133,2,Government of United Kingdom,CPM,1953,631
133,1,Government of United Kingdom,CPM,1954,632
133,1,Government of United Kingdom,CPM,1955,633
133,1,Government of United Kingdom,CPM,1956,634
133,1,Government of United Kingdom,CPM,1957,635
247,2,Government of Yemen (North Yemen),Opposition coalition,1948,636
247,2,Government of Yemen (North Yemen),Royalists,1962,637
247,2,Government of Yemen (North Yemen),Royalists,1963,638
247,2,Government of Yemen (North Yemen),Royalists,1964,639
247,1,Government of Yemen (North Yemen),Royalists,1965,640
247,2,Government of Yemen (North Yemen),Royalists,1966,641
247,2,Government of Yemen (North Yemen),Royalists,1967,642
247,1,Government of Yemen (North Yemen),Royalists,1968,643
247,1,Government of Yemen (North Yemen),Royalists,1969,644
247,1,Government of Yemen (North Yemen),Royalists,1970,645
247,1,Government of Yemen (North Yemen),NDF,1979,646
247,1,Government of Yemen (North Yemen),NDF,1980,647
247,1,Government of Yemen (North Yemen),NDF,1981,648
247,1,Government of Yemen (North Yemen),NDF,1982,649
247,1,Government of Yemen (North Yemen),AQAP,2009,650
247,1,Government of Yemen (North Yemen),AQAP,2010,651
247,2,Government of Yemen (North Yemen),AQAP,2011,652
247,2,Government of Yemen (North Yemen),AQAP,2012,653
247,1,Government of Yemen (North Yemen),AQAP,2013,654
247,2,Government of Yemen (North Yemen),"Ansarallah, AQAP",2014,655
247,2,Government of Yemen (North Yemen),"Ansarallah, AQAP, Forces of the Presidential Leadership Council",2015,656
247,2,Government of Yemen (North Yemen),"AQAP, Forces of the Presidential Leadership Council",2016,657
247,2,Government of Yemen (North Yemen),"AQAP, Forces of the Presidential Leadership Council, GPC",2017,658
247,2,Government of Yemen (North Yemen),"AQAP, Forces of the Presidential Leadership Council",2018,659
247,2,Government of Yemen (North Yemen),Forces of the Presidential Leadership Council,2019,660
247,2,Government of Yemen (North Yemen),Forces of the Presidential Leadership Council,2020,661
247,2,Government of Yemen (North Yemen),Forces of the Presidential Leadership Council,2021,662
247,2,Government of Yemen (North Yemen),Forces of the Presidential Leadership Council,2022,663
247,1,Government of Yemen (North Yemen),Forces of the Presidential Leadership Council,2023,664
151,1,Government of Myanmar (Burma),PNDF,1949,665
151,1,Government of Myanmar (Burma),PNDF,1950,666
151,2,Government of Myanmar (Burma),KIO,1961,667
151,2,Government of Myanmar (Burma),KIO,1962,668
151,2,Government of Myanmar (Burma),KIO,1963,669
151,2,Government of Myanmar (Burma),KIO,1964,670
151,2,Government of Myanmar (Burma),KIO,1965,671
151,2,Government of Myanmar (Burma),KIO,1966,672
151,2,Government of Myanmar (Burma),KIO,1967,673
151,2,Government of Myanmar (Burma),KIO,1968,674
151,2,Government of Myanmar (Burma),KIO,1969,675
151,2,Government of Myanmar (Burma),KIO,1970,676
151,2,Government of Myanmar (Burma),KIO,1971,677
151,1,Government of Myanmar (Burma),KIO,1972,678
151,1,Government of Myanmar (Burma),KIO,1973,679
151,1,Government of Myanmar (Burma),KIO,1974,680
151,1,Government of Myanmar (Burma),KIO,1975,681
151,1,Government of Myanmar (Burma),KIO,1976,682
151,1,Government of Myanmar (Burma),KIO,1977,683
151,1,Government of Myanmar (Burma),KIO,1978,684
151,1,Government of Myanmar (Burma),KIO,1979,685
151,1,Government of Myanmar (Burma),KIO,1980,686
151,1,Government of Myanmar (Burma),KIO,1981,687
151,1,Government of Myanmar (Burma),KIO,1982,688
151,1,Government of Myanmar (Burma),KIO,1983,689
151,2,Government of Myanmar (Burma),KIO,1984,690
151,1,Government of Myanmar (Burma),KIO,1985,691
151,1,Government of Myanmar (Burma),KIO,1986,692
151,1,Government of Myanmar (Burma),KIO,1987,693
151,1,Government of Myanmar (Burma),KIO,1988,694
151,1,Government of Myanmar (Burma),KIO,1989,695
151,1,Government of Myanmar (Burma),KIO,1990,696
151,1,Government of Myanmar (Burma),KIO,1991,697
151,1,Government of Myanmar (Burma),KIO,1992,698
151,1,Government of Myanmar (Burma),KIO,2011,699
151,1,Government of Myanmar (Burma),KIO,2012,700
151,1,Government of Myanmar (Burma),KIO,2013,701
151,1,Government of Myanmar (Burma),KIO,2014,702
151,1,Government of Myanmar (Burma),KIO,2015,703
151,1,Government of Myanmar (Burma),KIO,2016,704
151,1,Government of Myanmar (Burma),KIO,2017,705
151,1,Government of Myanmar (Burma),KIO,2018,706
151,1,Government of Myanmar (Burma),KIO,2019,707
151,1,Government of Myanmar (Burma),KIO,2021,708
151,1,Government of Myanmar (Burma),KIO,2022,709
151,1,Government of Myanmar (Burma),KIO,2023,710
47,2,Government of China,Government of Taiwan,1949,711
47,1,Government of China,Government of Taiwan,1950,712
47,2,Government of China,Government of Taiwan,1954,713
47,2,Government of China,Government of Taiwan,1958,714
93,1,Government of Guatemala,Military faction (Guatemala),1949,715
93,1,Government of Guatemala,Forces of Carlos Castillo Armas,1954,716
93,1,Government of Guatemala,FAR I,1963,717
93,1,Government of Guatemala,FAR I,1965,718
93,1,Government of Guatemala,FAR I,1966,719
93,1,Government of Guatemala,FAR I,1967,720
93,1,Government of Guatemala,FAR I,1968,721
93,1,Government of Guatemala,FAR I,1969,722
93,1,Government of Guatemala,"FAR I, FAR II",1970,723
93,1,Government of Guatemala,"FAR I, FAR II",1971,724
93,1,Government of Guatemala,"FAR I, FAR II",1972,725
93,1,Government of Guatemala,"FAR I, FAR II",1973,726
93,1,Government of Guatemala,"FAR I, FAR II",1974,727
93,1,Government of Guatemala,"EGP, FAR II",1975,728
93,1,Government of Guatemala,"EGP, FAR II",1976,729
93,1,Government of Guatemala,"EGP, FAR II",1977,730
93,1,Government of Guatemala,"EGP, FAR II",1978,731
93,1,Government of Guatemala,"EGP, FAR II, ORPA",1979,732
93,1,Government of Guatemala,"EGP, FAR II, ORPA",1980,733
93,1,Government of Guatemala,"EGP, FAR I, FAR II, ORPA",1981,734
93,1,Government of Guatemala,URNG,1982,735
93,1,Government of Guatemala,URNG,1983,736
93,1,Government of Guatemala,URNG,1984,737
93,1,Government of Guatemala,URNG,1985,738
93,1,Government of Guatemala,URNG,1986,739
93,1,Government of Guatemala,URNG,1987,740
93,1,Government of Guatemala,URNG,1988,741
93,1,Government of Guatemala,URNG,1989,742
93,1,Government of Guatemala,URNG,1990,743
93,1,Government of Guatemala,URNG,1991,744
93,1,Government of Guatemala,URNG,1992,745
93,1,Government of Guatemala,URNG,1993,746
93,1,Government of Guatemala,URNG,1994,747
93,1,Government of Guatemala,URNG,1995,748
110,1,Government of Israel,Palestinian insurgents,1949,749
110,1,Government of Israel,Palestinian insurgents,1950,750
110,1,Government of Israel,Palestinian insurgents,1951,751
110,1,Government of Israel,Palestinian insurgents,1952,752
110,1,Government of Israel,Palestinian insurgents,1953,753
110,1,Government of Israel,Palestinian insurgents,1954,754
110,1,Government of Israel,Palestinian insurgents,1955,755
110,1,Government of Israel,Palestinian insurgents,1956,756
110,1,Government of Israel,Palestinian insurgents,1957,757
110,1,Government of Israel,Palestinian insurgents,1958,758
110,1,Government of Israel,Palestinian insurgents,1959,759
110,1,Government of Israel,Palestinian insurgents,1960,760
110,1,Government of Israel,Palestinian insurgents,1961,761
110,1,Government of Israel,Palestinian insurgents,1962,762
110,1,Government of Israel,Palestinian insurgents,1963,763
110,1,Government of Israel,Palestinian insurgents,1964,764
110,1,Government of Israel,"Non PLO groups, PLO",1965,765
110,1,Government of Israel,"Non PLO groups, PLO",1966,766
110,1,Government of Israel,"Non PLO groups, PLO",1967,767
110,1,Government of Israel,"Non PLO groups, PLO",1968,768
110,1,Government of Israel,"Non PLO groups, PLO",1969,769
110,1,Government of Israel,"Non PLO groups, PLO",1970,770
110,1,Government of Israel,"Non PLO groups, PLO",1971,771
110,1,Government of Israel,"Non PLO groups, PLO",1972,772
110,1,Government of Israel,"Non PLO groups, PLO",1973,773
110,1,Government of Israel,"PLO, Rejectionist Front",1974,774
110,1,Government of Israel,"PLO, Rejectionist Front",1975,775
110,1,Government of Israel,"PLO, Rejectionist Front",1976,776
110,1,Government of Israel,"PLO, Rejectionist Front",1977,777
110,1,Government of Israel,"PLO, Rejectionist Front",1978,778
110,1,Government of Israel,"PLO, Rejectionist Front",1979,779
110,1,Government of Israel,"PLO, Rejectionist Front",1980,780
110,1,Government of Israel,"PLO, Rejectionist Front",1981,781
110,2,Government of Israel,"PLO, Rejectionist Front",1982,782
110,1,Government of Israel,"PLO, Rejectionist Front",1983,783
110,1,Government of Israel,"PLO, Rejectionist Front",1984,784
110,1,Government of Israel,"PLO, Rejectionist Front",1985,785
110,1,Government of Israel,"PLO, Rejectionist Front",1986,786
110,1,Government of Israel,"PLO, Rejectionist Front",1987,787
110,1,Government of Israel,"PLO, Rejectionist Front",1988,788
110,1,Government of Israel,"PFLP, PFLP-GC",1989,789
110,1,Government of Israel,Fatah,1990,790
110,1,Government of Israel,Fatah,1991,791
110,1,Government of Israel,Fatah,1992,792
110,1,Government of Israel,Hamas,1993,793
110,1,Government of Israel,Hamas,1994,794
110,1,Government of Israel,PIJ,1995,795
110,1,Government of Israel,PNA,1996,796
110,1,Government of Israel,"Fatah, PNA",2000,797
110,1,Government of Israel,"Fatah, Hamas, PFLP, PIJ, PNA",2001,798
110,1,Government of Israel,"AMB, Fatah, Hamas, PIJ, PNA",2002,799
110,1,Government of Israel,"AMB, Hamas, PIJ",2003,800
110,1,Government of Israel,"AMB, Hamas, PIJ",2004,801
110,1,Government of Israel,"Fatah, Hamas, PIJ",2005,802
110,1,Government of Israel,"Fatah, Hamas, PIJ, PRC",2006,803
110,1,Government of Israel,"Fatah, Hamas, PIJ",2007,804
110,1,Government of Israel,"Hamas, PIJ",2008,805
110,1,Government of Israel,"Hamas, PIJ",2009,806
110,1,Government of Israel,PIJ,2010,807
110,1,Government of Israel,"Hamas, PIJ",2011,808
110,1,Government of Israel,"Hamas, PIJ",2012,809
110,2,Government of Israel,"Hamas, PIJ",2014,810
110,1,Government of Israel,Hamas,2018,811
110,1,Government of Israel,PIJ,2019,812
110,1,Government of Israel,"Hamas, PIJ",2021,813
110,1,Government of Israel,"Fatah, PIJ",2022,814
110,2,Government of Israel,"Hamas, PIJ",2023,815
163,1,Government of North Korea,Government of South Korea,1949,816
163,2,Government of North Korea,Government of South Korea,1950,817
163,2,Government of North Korea,Government of South Korea,1951,818
163,2,Government of North Korea,Government of South Korea,1952,819
163,2,Government of North Korea,Government of South Korea,1953,820
47,1,Government of China,Tibet,1950,821
47,2,Government of China,Tibet,1956,822
47,2,Government of China,Tibet,1959,823
105,2,Government of Indonesia,Republic of South Moluccas,1950,824
238,1,Government of United States of America,Puerto Rican Nationalist Party,1950,825
67,1,Government of Egypt,Government of United Kingdom,1951,826
67,1,Government of Egypt,Government of United Kingdom,1952,827
221,1,Government of Thailand,Military faction (navy),1951,828
221,1,Government of Thailand,CPT,1974,829
221,1,Government of Thailand,CPT,1975,830
221,1,Government of Thailand,CPT,1976,831
221,1,Government of Thailand,CPT,1977,832
221,1,Government of Thailand,CPT,1978,833
221,1,Government of Thailand,CPT,1979,834
221,1,Government of Thailand,CPT,1980,835
221,1,Government of Thailand,CPT,1981,836
221,1,Government of Thailand,CPT,1982,837
117,1,Government of United Kingdom,Mau Mau,1952,838
117,2,Government of United Kingdom,Mau Mau,1953,839
117,2,Government of United Kingdom,Mau Mau,1954,840
117,2,Government of United Kingdom,Mau Mau,1955,841
117,2,Government of United Kingdom,Mau Mau,1956,842
58,1,Government of Cuba,M-26-7,1953,843
58,1,Government of Cuba,M-26-7,1956,844
58,1,Government of Cuba,M-26-7,1957,845
58,2,Government of Cuba,M-26-7,1958,846
58,1,Government of Cuba,Cuban Revolutionary Council,1961,847
105,2,Government of Indonesia,Darul Islam,1953,848
105,2,Government of Indonesia,"Darul Islam, Permesta Movement, PRRI",1958,849
105,2,Government of Indonesia,"Darul Islam, Permesta Movement, PRRI",1959,850
105,1,Government of Indonesia,"Darul Islam, Permesta Movement, PRRI",1960,851
105,2,Government of Indonesia,"Darul Islam, Permesta Movement, PRRI",1961,852
149,1,Government of France,Istiqlal,1953,853
149,1,Government of France,Istiqlal,1954,854
149,1,Government of France,Istiqlal,1955,855
149,1,Government of France,Istiqlal,1956,856
227,1,Government of France,National Liberation Army,1953,857
227,1,Government of France,National Liberation Army,1954,858
227,1,Government of France,National Liberation Army,1955,859
227,1,Government of France,National Liberation Army,1956,860
4,1,Government of France,FLN,1954,861
4,2,Government of France,"FLN , MNA",1955,862
4,2,Government of France,"FLN , MNA",1956,863
4,2,Government of France,"FLN , MNA",1957,864
4,2,Government of France,FLN,1958,865
4,2,Government of France,FLN,1959,866
4,2,Government of France,FLN,1960,867
4,2,Government of France,FLN,1961,868
4,1,Government of France,FLN,1962,869
11,1,Government of Argentina,"Military faction (forces of Eduardo A. Lonardi Doucet), Military faction (forces of Samuel Toranzo Calderón)",1955,870
11,1,Government of Argentina,Military faction (colorados),1963,871
11,1,Government of Argentina,ERP,1974,872
11,1,Government of Argentina,"ERP, Montoneros",1975,873
11,1,Government of Argentina,"ERP, Montoneros",1976,874
11,1,Government of Argentina,"ERP, Montoneros",1977,875
60,1,Government of United Kingdom,EOKA,1955,876
60,1,Government of United Kingdom,EOKA,1956,877
60,1,Government of United Kingdom,EOKA,1957,878
60,1,Government of United Kingdom,EOKA,1958,879
60,1,Government of United Kingdom,EOKA,1959,880
244,2,Government of South Vietnam,FNL,1955,881
244,2,Government of South Vietnam,FNL,1956,882
244,2,Government of South Vietnam,FNL,1957,883
244,2,Government of South Vietnam,FNL,1958,884
244,2,Government of South Vietnam,FNL,1959,885
244,2,Government of South Vietnam,FNL,1960,886
244,2,Government of South Vietnam,FNL,1961,887
244,2,Government of South Vietnam,FNL,1962,888
244,2,Government of South Vietnam,FNL,1963,889
244,2,Government of South Vietnam,FNL,1964,890
102,2,Government of Hungary,Government of Russia (Soviet Union),1956,891
104,1,Government of India,NNC,1956,892
104,1,Government of India,NNC,1957,893
104,1,Government of India,NNC,1958,894
104,1,Government of India,NNC,1959,895
104,1,Government of India,NNC,1961,896
104,1,Government of India,NNC,1962,897
104,1,Government of India,NNC,1963,898
104,1,Government of India,NNC,1964,899
104,1,Government of India,NNC,1965,900
104,1,Government of India,NNC,1966,901
104,1,Government of India,NNC,1967,902
104,1,Government of India,NNC,1968,903
104,1,Government of India,NSCN-IM,1992,904
104,1,Government of India,NSCN-IM,1993,905
104,1,Government of India,NSCN-IM,1994,906
104,1,Government of India,NSCN-IM,1995,907
104,1,Government of India,NSCN-IM,1996,908
104,1,Government of India,NSCN-IM,1997,909
104,1,Government of India,NSCN-IM,2000,910
67,2,Government of Egypt,"Government of France, Government of Israel, Government of United Kingdom",1956,911
151,1,Government of Myanmar (Burma),KNPP,1957,912
151,1,Government of Myanmar (Burma),KNPP,1987,913
151,1,Government of Myanmar (Burma),KNPP,1992,914
151,1,Government of Myanmar (Burma),KNPP,1996,915
151,1,Government of Myanmar (Burma),KNPP,2005,916
151,1,Government of Myanmar (Burma),KNPP,2021,917
151,1,Government of Myanmar (Burma),KNPP,2022,918
151,1,Government of Myanmar (Burma),KNPP,2023,919
39,1,Government of France,UPC,1957,920
39,1,Government of France,UPC,1958,921
39,1,Government of France,UPC,1959,922
100,1,Government of Honduras,Government of Nicaragua,1957,923
139,1,Government of France,NLA,1957,924
139,1,Government of France,NLA,1958,925
139,1,Government of Spain,NLA,1957,926
139,1,Government of Spain,NLA,1958,927
167,1,Government of Oman,State of Oman/Free Oman,1957,928
107,1,Government of Iraq,Military faction (free Officers Movement),1958,929
107,1,Government of Iraq,Military faction (forces of Abdul Wahab al-Shawaf),1959,930
107,2,Government of Iraq,"Military faction (forces of Abd as-Salam Arif), NCRC",1963,931
107,1,Government of Iraq,SCIRI,1982,932
107,1,Government of Iraq,SCIRI,1983,933
107,1,Government of Iraq,SCIRI,1984,934
107,1,Government of Iraq,SCIRI,1987,935
107,1,Government of Iraq,SCIRI,1991,936
107,1,Government of Iraq,SCIRI,1992,937
107,1,Government of Iraq,SCIRI,1993,938
107,1,Government of Iraq,SCIRI,1994,939
107,1,Government of Iraq,SCIRI,1995,940
107,1,Government of Iraq,SCIRI,1996,941
107,2,Government of Iraq,"al-Mahdi Army, Ansar al-Islam, IS",2004,942
107,2,Government of Iraq,"Ansar al-Islam, IS, RJF",2005,943
107,2,Government of Iraq,"Ansar al-Islam, IS, RJF",2006,944
107,2,Government of Iraq,"al-Mahdi Army, Ansar al-Islam, IS, RJF",2007,945
107,2,Government of Iraq,"al-Mahdi Army, IS",2008,946
107,2,Government of Iraq,IS,2009,947
107,1,Government of Iraq,IS,2010,948
107,1,Government of Iraq,"Ansar al-Islam, IS",2011,949
107,1,Government of Iraq,IS,2012,950
107,2,Government of Iraq,IS,2013,951
107,2,Government of Iraq,IS,2014,952
107,2,Government of Iraq,IS,2015,953
107,2,Government of Iraq,IS,2016,954
107,2,Government of Iraq,IS,2017,955
107,1,Government of Iraq,IS,2018,956
107,1,Government of Iraq,IS,2019,957
107,1,Government of Iraq,IS,2020,958
107,1,Government of Iraq,IS,2021,959
107,1,Government of Iraq,IS,2022,960
107,1,Government of Iraq,IS,2023,961
123,2,Government of Lebanon,Independent Nasserite Movement,1958,962
123,1,Government of Lebanon,NSF,1975,963
123,2,Government of Lebanon,"LAA, NSF",1976,964
123,1,Government of Lebanon,NSF,1982,965
123,1,Government of Lebanon,"Amal, NSF",1983,966
123,2,Government of Lebanon,"Amal, NSF",1984,967
123,1,Government of Lebanon,NUF,1985,968
123,1,Government of Lebanon,"Lebanese Forces - Hobeika faction, NUF",1986,969
123,1,Government of Lebanon,"Forces of Michel Aoun, Lebanese Forces",1989,970
123,1,Government of Lebanon,Forces of Michel Aoun,1990,971
133,1,Government of Malaysia,CPM,1958,972
133,1,Government of Malaysia,CPM,1959,973
133,1,Government of Malaysia,CPM,1960,974
133,1,Government of Malaysia,CPM,1974,975
133,1,Government of Malaysia,CPM,1975,976
133,1,Government of Malaysia,CPM,1981,977
121,2,Government of Laos,Pathet Lao,1959,978
121,2,Government of Laos,"Neutralists, Pathet Lao",1960,979
121,2,Government of Laos,Pathet Lao,1961,980
121,2,Government of Laos,Pathet Lao,1963,981
121,2,Government of Laos,Pathet Lao,1964,982
121,2,Government of Laos,Pathet Lao,1965,983
121,2,Government of Laos,Pathet Lao,1966,984
121,2,Government of Laos,Pathet Lao,1967,985
121,2,Government of Laos,Pathet Lao,1968,986
121,2,Government of Laos,Pathet Lao,1969,987
121,2,Government of Laos,Pathet Lao,1970,988
121,2,Government of Laos,Pathet Lao,1971,989
121,2,Government of Laos,Pathet Lao,1972,990
121,2,Government of Laos,Pathet Lao,1973,991
121,1,Government of Laos,LRM,1989,992
121,1,Government of Laos,LRM,1990,993
7,2,Government of Portugal,"FNLA, MPLA",1961,994
7,2,Government of Portugal,FNLA,1962,995
7,1,Government of Portugal,"FNLA, MPLA",1963,996
7,1,Government of Portugal,"FNLA, MPLA",1964,997
7,1,Government of Portugal,"FNLA, MPLA",1965,998
7,1,Government of Portugal,"FNLA, MPLA, UNITA",1966,999
7,1,Government of Portugal,"MPLA, UNITA",1967,1000
7,1,Government of Portugal,"FNLA, MPLA",1968,1001
7,1,Government of Portugal,"FNLA, MPLA",1969,1002
7,1,Government of Portugal,"FNLA, MPLA",1970,1003
7,1,Government of Portugal,"FNLA, MPLA",1971,1004
7,1,Government of Portugal,"FNLA, MPLA",1972,1005
7,1,Government of Portugal,"FNLA, MPLA",1973,1006
7,1,Government of Portugal,"FNLA, MPLA",1974,1007
151,1,Government of Myanmar (Burma),NSH,1959,1008
151,1,Government of Myanmar (Burma),SSIA,1960,1009
151,1,Government of Myanmar (Burma),SSIA,1961,1010
151,1,Government of Myanmar (Burma),SNUF,1962,1011
151,1,Government of Myanmar (Burma),SNUF,1963,1012
151,2,Government of Myanmar (Burma),SSA,1964,1013
151,2,Government of Myanmar (Burma),SSA,1965,1014
151,2,Government of Myanmar (Burma),SSA,1966,1015
151,2,Government of Myanmar (Burma),SSA,1967,1016
151,2,Government of Myanmar (Burma),SSA,1968,1017
151,2,Government of Myanmar (Burma),"SSA, SSNLO, SURA",1969,1018
151,2,Government of Myanmar (Burma),"SSA, SSNLO, SURA",1970,1019
151,1,Government of Myanmar (Burma),SSA,1972,1020
151,1,Government of Myanmar (Burma),SSA,1973,1021
151,1,Government of Myanmar (Burma),"SSRA, SURA",1976,1022
151,1,Government of Myanmar (Burma),SURA,1977,1023
151,1,Government of Myanmar (Burma),SURA,1978,1024
151,1,Government of Myanmar (Burma),SURA,1979,1025
151,1,Government of Myanmar (Burma),SURA,1980,1026
151,1,Government of Myanmar (Burma),SURA,1981,1027
151,1,Government of Myanmar (Burma),SURA,1982,1028
151,1,Government of Myanmar (Burma),SURA,1983,1029
151,1,Government of Myanmar (Burma),TRC,1984,1030
151,1,Government of Myanmar (Burma),MTA,1985,1031
151,1,Government of Myanmar (Burma),MTA,1986,1032
151,1,Government of Myanmar (Burma),MTA,1987,1033
151,1,Government of Myanmar (Burma),MTA,1988,1034
151,1,Government of Myanmar (Burma),MTA,1993,1035
151,1,Government of Myanmar (Burma),MTA,1994,1036
151,1,Government of Myanmar (Burma),MTA,1995,1037
151,1,Government of Myanmar (Burma),RCSS,1996,1038
151,1,Government of Myanmar (Burma),RCSS,1997,1039
151,1,Government of Myanmar (Burma),RCSS,1998,1040
151,1,Government of Myanmar (Burma),RCSS,1999,1041
151,1,Government of Myanmar (Burma),RCSS,2000,1042
151,1,Government of Myanmar (Burma),RCSS,2001,1043
151,1,Government of Myanmar (Burma),RCSS,2002,1044
151,1,Government of Myanmar (Burma),RCSS,2005,1045
151,1,Government of Myanmar (Burma),RCSS,2006,1046
151,1,Government of Myanmar (Burma),RCSS,2007,1047
151,1,Government of Myanmar (Burma),RCSS,2008,1048
151,1,Government of Myanmar (Burma),RCSS,2009,1049
151,1,Government of Myanmar (Burma),RCSS,2010,1050
151,1,Government of Myanmar (Burma),"RCSS, SSPP",2011,1051
151,1,Government of Myanmar (Burma),"RCSS, SSPP",2013,1052
151,1,Government of Myanmar (Burma),SSPP,2015,1053
52,1,Government of DR Congo (Zaire),State of Katanga,1961,1054
52,1,Government of DR Congo (Zaire),State of Katanga,1962,1055
52,1,Government of DR Congo (Zaire),Kata Katanga,2013,1056
52,1,Government of DR Congo (Zaire),Kata Katanga,2014,1057
52,1,Government of DR Congo (Zaire),Kata Katanga,2020,1058
52,1,Government of DR Congo (Zaire),Independent Mining State of South Kasai,1960,1059
52,1,Government of DR Congo (Zaire),Independent Mining State of South Kasai,1961,1060
52,1,Government of DR Congo (Zaire),Independent Mining State of South Kasai,1962,1061
73,1,Government of Ethiopia,Military faction (forces of Mengistu Neway),1960,1062
73,2,Government of Ethiopia,"EPRP, TPLF",1976,1063
73,1,Government of Ethiopia,"EDU, EPRP",1977,1064
73,1,Government of Ethiopia,"EDU, TPLF",1978,1065
73,1,Government of Ethiopia,TPLF,1979,1066
73,2,Government of Ethiopia,TPLF,1980,1067
73,2,Government of Ethiopia,TPLF,1981,1068
73,2,Government of Ethiopia,TPLF,1982,1069
73,2,Government of Ethiopia,"EPDM, TPLF",1983,1070
73,2,Government of Ethiopia,"EPDM, EPRP, TPLF",1984,1071
73,2,Government of Ethiopia,"EPDM, EPRP, TPLF",1985,1072
73,1,Government of Ethiopia,"EPRP, TPLF",1986,1073
73,2,Government of Ethiopia,"EPRP, TPLF",1987,1074
73,2,Government of Ethiopia,TPLF,1988,1075
73,2,Government of Ethiopia,"EPRDF, Military faction (forces of Amsha Desta and Merid Negusie)",1989,1076
73,2,Government of Ethiopia,EPRDF,1990,1077
73,2,Government of Ethiopia,"EPRDF, Forces of Harar garrison",1991,1078
73,2,Government of Ethiopia,TPLF,2020,1079
73,2,Government of Ethiopia,TPLF,2021,1080
73,2,Government of Ethiopia,"GLF, TPLF",2022,1081
73,1,Government of Ethiopia,Government of Somalia,1964,1082
73,2,Government of Ethiopia,Government of Somalia,1977,1083
73,2,Government of Ethiopia,Government of Somalia,1978,1084
73,1,Government of Ethiopia,Government of Somalia,1980,1085
154,1,Government of Nepal,NC,1960,1086
154,1,Government of Nepal,NC,1961,1087
154,1,Government of Nepal,NC,1962,1088
154,1,Government of Nepal,CPN-M,1996,1089
154,1,Government of Nepal,CPN-M,1997,1090
154,1,Government of Nepal,CPN-M,1998,1091
154,1,Government of Nepal,CPN-M,1999,1092
